IDNo,ID,final_result,Female,Male,YoG,SGPA,CGPA100,CGPA200,CGPA300
38636,2407,Pass,0,1,1.5,2.5,3.2,2.61,3.35
55853,2408,Pass,0,1,1.5,2.22,3.78,3.29,3.86
27056,2409,Pass,0,1,1.5,3.33,3.76,2.6,2.88
45825,2410,Pass,0,1,1.5,2.27,3.8,2.91,3.84
84735,2411,Pass,0,1,1.5,3.61,4.56,3.47,4.16
80342,2412,Pass with distinction,1,0,1.5,3.75,4.42,3.65,4.53
40390,2413,Pass,0,1,1.5,3.47,4.47,3.37,3.57
36423,2414,Pass with distinction,0,1,1.5,3.13,3.73,3.17,4.17
31838,2415,Pass,1,0,1.5,3.75,4.38,4,4.51
48913,2416,Pass,1,0,1.5,2.89,3.2,2.63,3.48
55203,2417,Pass with distinction,0,1,1.5,2.29,4.24,3.49,4.38
24814,2418,Pass,0,1,1.5,2.29,3.02,2.15,3.02
64824,2419,Pass with distinction,1,0,1.5,3.06,4.49,4,4.6
35053,2420,Pass,0,1,1.5,1.88,3.51,2.36,3.63
77001,2421,Pass with distinction,1,0,1.5,3.44,4.31,4.08,4.6
55338,2422,Pass with distinction,0,1,1.5,3.33,4.11,3.48,4.62
86692,2423,Pass with distinction,1,0,1.5,2.85,4.02,3.47,4.32
48136,2424,Pass with distinction,1,0,1.5,3.96,4.56,3.69,4.45
44315,2425,Pass,0,1,1.5,3.33,3.91,3.2,4.11
78311,2426,Pass with distinction,0,1,1.5,3.75,3.22,3.04,3.83
40295,2427,Pass,0,1,1.5,2.5,3.02,2.63,3.06
39342,2428,Pass with distinction,0,1,1.5,1.74,3.96,3.3,3.85
24161,2429,Pass,1,0,1.5,2.85,3.24,2.62,4.22
46660,2430,Pass with distinction,1,0,1.5,3.05,4.67,4.35,4.72
28210,2431,Pass,0,1,1.5,3.28,3.64,2.72,3.75
80315,2432,Pass with distinction,1,0,1.5,2.57,4.07,3.45,4.3
29396,2433,Pass with distinction,1,0,1.5,4.17,3.84,3.31,4.31
60157,2434,Pass with distinction,1,0,1.5,2.74,4.56,4.08,4.62
56939,2435,Pass,1,0,1.5,3.4,4,2.98,4.11
58521,2436,Pass,1,0,1.5,2.36,3.84,2.93,4.32
29054,2437,Pass,0,1,1.5,2.08,2.6,2.67,3.17
90625,2438,Pass with distinction,1,0,1.5,2.19,4.18,4.16,4.79
73496,2439,Pass,1,0,1.5,2.38,3.2,2.45,3.38
71376,2440,Pass with distinction,0,1,1.5,3.2,3.96,3.18,4.34
60815,2441,Pass,0,1,1.5,2.99,4.07,3.06,3.77
43278,2442,Pass with distinction,0,1,1.5,2.67,4.73,4.08,4.87
38055,2443,Pass with distinction,0,1,1.5,4.17,4.6,4.29,4.66
57826,2444,Pass,1,0,1.5,3.33,3.91,3.23,3.85
83224,2445,Pass,1,0,1.5,3.13,3.91,3.47,3.89
30048,2446,Pass with distinction,1,0,1.5,3.57,4.53,3.8,4.72
63642,2447,Pass,0,1,1.5,2.62,3.53,2.64,3.85
27254,2448,Pass,0,1,1.1,2.81,2.7,1.53,1.48
82910,2449,Borderline pass,0,1,1.1,2.81,2.71,1.66,1.23
67263,2450,Borderline pass,0,1,1.2,2.5,2.98,1.95,1.9
80379,2451,Pass with distinction,0,1,1.1,2.25,4.23,4.23,4.45
46954,2452,Pass,0,1,1.1,3.84,3.31,2.22,3.86
39841,2453,Borderline pass,0,1,1.4,2.5,2.52,1.47,2.27
71666,2454,Pass with distinction,1,0,1.2,2.5,4.02,3.87,3.63
81070,2455,Pass,0,1,1.2,3,3.77,3.87,2.89
47076,2456,Borderline pass,0,1,1.2,2.5,2.88,2.96,3.28
33022,2457,Pass,1,0,1.2,2.5,3.54,3.18,2.97
38694,2458,Pass,0,1,1.2,2.97,3.46,2.56,2.4
87651,2459,Borderline pass,0,1,1.3,2.08,2.96,1.67,1.73
78979,2460,Pass,0,1,1.4,2.97,3,1.25,2.45
73247,2461,Borderline pass,0,1,1.4,2.97,2,1.53,2.14
72925,2462,Pass,0,1,1.2,2.29,3.33,2.76,2.19
92465,2463,Pass with distinction,1,0,1.2,2.4,3.98,4.29,3.91
44729,2464,Pass with distinction,1,0,1.2,4.13,4.67,4.6,4.09
82702,2465,Pass with distinction,0,1,1.2,3.13,3.79,3.16,3.07
32855,2466,Borderline pass,0,1,1.3,2.03,2.69,1.9,2.29
76142,2467,Pass with distinction,1,0,1.2,2.71,4.33,4.69,3.97
83399,2468,Pass,0,1,1.2,4.11,3.04,3.06,2.29
53087,2469,Pass,1,0,1.2,2.15,3.02,2.8,3.08
45615,2470,Pass,0,1,1.2,3.04,3.6,3.7,3.11
60940,2471,Borderline pass,0,1,1.4,2.41,2.58,1.21,2.12
74396,2472,Pass,0,1,1.3,2.55,2.85,3.24,2.38
92677,2473,Pass,0,1,1.3,2.19,3.22,3.5,3.21
50537,2474,Pass,1,0,1.3,2.58,2.74,3.53,4
93068,2475,Pass,1,0,1.3,3.52,4.07,4.18,4.34
36724,2476,Pass,0,1,1.3,2.86,2.7,2.67,3
66836,2477,Pass,0,1,1.4,2.42,2.83,2.76,3.38
40763,2478,Pass,0,1,1.3,2.05,3.93,3.33,2.9
78587,2479,Pass,0,1,1.3,4.38,3.33,2.78,2.86
96162,2480,Pass,1,0,1.3,2.29,3.52,4.13,4.28
28267,2481,Pass with distinction,1,0,1.3,2.41,3.52,3.7,4.34
64558,2482,Pass,1,0,1.4,2.71,1.72,2.42,2.69
68973,2483,Borderline pass,0,1,1.4,3.48,2.7,2.76,2.39
60374,2484,Pass,1,0,1.3,1.88,2.98,3.71,3.52
96188,2485,Pass,1,0,1.3,2.95,3.52,3.54,3.79
63122,2486,Pass with distinction,1,0,1.3,2.81,4.61,4.62,4.83
83261,2487,Pass with distinction,1,0,1.3,3.91,4.61,4.89,4.86
49125,2488,Pass,1,0,1.3,2.58,3.52,3.39,3.21
71129,2489,Pass,0,1,1.3,2.5,2.7,2.68,3.28
27207,2490,Pass with distinction,1,0,1.3,2.71,4.17,4.76,4.59
64420,2491,Pass,0,1,1.3,2.73,3.26,2.09,2.94
92271,2492,Pass,1,0,1.3,2.08,3.22,3.02,2.45
54888,2493,Pass,0,1,1.3,3.26,4.07,3.47,3.21
81767,2494,Borderline pass,0,1,1.4,2.08,2.72,2.1,2.69
58987,2495,Pass with distinction,0,1,1.4,3.13,2.98,3.28,4.21
34056,2496,Pass with distinction,1,0,1.4,3.33,3.89,4.24,4.41
87360,2497,Pass with distinction,1,0,1.4,2.81,3.74,3.69,3.97
49192,2498,Pass,0,1,1.4,2.14,2.61,2.87,3.56
70456,2499,Borderline pass,0,1,1.4,2.43,2.5,2.94,3.56
50160,2500,Pass with distinction,0,1,1.4,2.68,4.17,4.07,4.48
56811,2501,Pass,0,1,1.4,4.1,3.78,3.69,4.41
29846,2502,Pass with distinction,1,0,1.4,2.86,2.67,3.33,4.03
54032,2503,Pass with distinction,1,0,1.4,1.95,3.65,4.13,4.33
93468,2504,Pass with distinction,1,0,1.4,3.89,4.11,4.04,4.45
27335,2505,Pass,1,0,1.4,2.5,3.09,3.8,4.1
68034,2506,Pass,0,1,1.5,2.5,2.39,2.77,3.84
47348,2507,Pass with distinction,1,0,1.5,2.41,4.33,4.39,4.31
76946,2508,Pass with distinction,1,0,1.5,3.33,4.26,4.8,4.69
51947,2509,Pass,1,0,1.5,2.19,3.11,3.13,3.29
35186,2510,Pass,0,1,1.5,4.31,3.89,3.36,3.74
93363,2511,Borderline pass,0,1,1.1,2.32,2.29,2.22,2.02
36763,2512,Borderline pass,0,1,1.2,2.97,2.93,2.27,1.87
36258,2513,Pass,0,1,1.1,3.75,3.38,4.16,3.75
90863,2514,Pass with distinction,0,1,1.1,2.99,4.43,4.54,4.48
72386,2515,Pass with distinction,0,1,1.1,4.06,4.82,4.74,4.13
73759,2516,Pass,0,1,1.1,3.13,4.2,4.02,3.25
36172,2517,Pass,0,1,1.2,3.83,4.28,4.18,2.83
90457,2518,Pass,0,1,1.1,3.83,3.2,2.36,2.56
50998,2519,Pass,0,1,1.1,2.29,2.63,2.5,2.05
70911,2520,Pass,0,1,1.1,3.36,3.73,3.66,2.23
57022,2521,Pass,1,0,1.1,2.19,3.93,4.26,4.11
47510,2522,Pass,0,1,1.1,4.2,4.18,4.3,3.6
54219,2523,Pass,1,0,1.1,2.66,3.53,3.54,3.31
26219,2524,Pass with distinction,0,1,1.1,3.06,4.29,4.1,4.38
61197,2525,Pass with distinction,0,1,1.1,3.91,4.78,4.76,4.4
90800,2526,Pass,1,0,1.1,3.98,4.58,4.22,3.96
49781,2527,Borderline pass,0,1,1.2,3.48,2.7,1.94,1.31
96389,2528,Pass,0,1,1.1,3.13,3.6,3.62,2.31
75258,2529,Pass,0,1,1.1,3.84,3.36,2.72,2.66
79962,2530,Pass with distinction,0,1,1.1,4.03,3.85,3.86,3.84
29042,2531,Pass,0,1,1.1,2.79,4.04,4.1,3.11
75716,2532,Pass,0,1,1.2,3.2,4,3.76,1.69
44733,2533,Pass,0,1,1.3,3.4,3.09,1.55,1.63
50034,2534,Pass,0,1,1.2,3.89,3.56,3.16,2.46
96421,2535,Borderline pass,0,1,1.3,2.6,2.95,2.14,1.78
57063,2536,Pass,0,1,1.2,3.3,2.8,2.2,1.76
58932,2537,Pass,0,1,1.1,4.29,3.38,3.4,3.2
28882,2538,Borderline pass,0,1,1.2,2.95,2.9,2.36,1.87
36304,2539,Pass with distinction,0,1,1.1,3.13,3.89,4.34,3.8
67597,2540,Borderline pass,0,1,1.2,3.89,3.6,2.8,1.84
73861,2541,Pass,0,1,1.1,3.75,4.42,4.26,3.88
86989,2542,Borderline pass,0,1,1.3,2.32,3,2.61,1.48
81586,2543,Pass,0,1,1.1,2.81,3.58,3.16,1.44
59917,2544,Pass,0,1,1.1,3.13,3.71,3.4,3.08
68071,2545,Pass,0,1,1.1,3.13,3.58,4.14,3.96
81617,2546,Pass,0,1,1.2,2,2.2,2.42,2.21
31850,2547,Pass,0,1,1.1,3.66,2.98,3.65,3.88
53713,2548,Pass with distinction,1,0,1.1,2.89,4.04,4.54,4.16
41569,2549,Pass with distinction,0,1,1.2,3.39,4.45,4.6,4.02
82846,2550,Pass with distinction,0,1,1.2,3.75,4.51,3.9,4.43
62393,2551,Pass,1,0,1.2,2,3.18,2.36,1.74
24699,2552,Pass,0,1,1.4,2.5,3.17,2.83,3.32
85344,2553,Borderline pass,0,1,1.2,3.36,2.8,2.34,2.44
52014,2554,Pass,0,1,1.2,2.14,3.27,3.41,2.61
82074,2555,Pass with distinction,0,1,1.2,3.57,4.62,4.65,4.96
39387,2556,Pass with distinction,0,1,1.2,3.98,4.69,4.87,4.98
80803,2557,Pass,0,1,1.2,2.29,4.29,3.44,2.19
72218,2558,Pass with distinction,0,1,1.2,3.13,4.31,4.15,4
79799,2559,Borderline pass,0,1,1.4,3.33,4.24,3.71,2.25
30490,2560,Pass,0,1,1.3,3.2,3.87,2.89,2.77
75445,2561,Pass with distinction,0,1,1.3,3.39,4.15,3.63,3.51
31459,2562,Pass with distinction,0,1,1.3,4.22,4.7,3.98,4.61
64729,2563,Pass,0,1,1.3,3.44,3.34,2.91,2.44
74915,2564,Pass,0,1,1.3,2.81,3.43,2.09,1.75
32255,2565,Borderline pass,0,1,1.4,2.68,3.76,2.22,1.59
73153,2566,Pass,0,1,1.3,3.33,3.85,3.29,3.09
74777,2567,Pass with distinction,0,1,1.3,4.03,4.43,4.22,4.26
52119,2568,Pass with distinction,0,1,1.3,3.59,4.81,4.31,4.24
34617,2569,Pass with distinction,0,1,1.3,2.86,4.6,4.61,4.43
82483,2570,Pass with distinction,0,1,1.3,3.3,4,3.62,3.67
35130,2571,Pass,0,1,1.3,3.04,4.13,3.86,3.52
37950,2572,Pass with distinction,0,1,1.3,3.98,3.66,4.06,3.63
48847,2573,Pass,0,1,1.3,2.5,3.11,2.48,1.4
83474,2574,Pass,0,1,1.3,2.86,3.23,2.56,2.75
40127,2575,Pass with distinction,0,1,1.3,4.06,4.17,4.35,4.37
64137,2576,Pass with distinction,0,1,1.3,3.84,4.4,3.51,3.35
68933,2577,Pass,0,1,1.3,2.59,3.89,3.43,2.39
74691,2578,Pass with distinction,0,1,1.3,3.28,4.02,3.69,4.1
96257,2579,Borderline pass,0,1,1.4,2.34,3.29,2.18,2.41
59940,2580,Pass,0,1,1.4,3.52,2.93,2.69,2.37
32795,2581,Pass,0,1,1.3,3.82,2.98,2.93,2.53
70066,2582,Pass with distinction,1,0,1.3,3.93,4.23,3.73,3.67
94973,2583,Pass,0,1,1.3,3.91,3.68,3.06,2.79
54126,2584,Pass,0,1,1.4,3.48,3.24,3.25,3.3
62060,2585,Pass with distinction,0,1,1.3,3.33,3.36,2.45,2.73
47008,2586,Pass with distinction,0,1,1.3,2.66,3.98,2.73,2.94
75253,2587,Pass,0,1,1.3,3.66,4,3.49,2.5
45334,2588,Pass with distinction,0,1,1.3,1.88,3.15,2.93,2
57466,2589,Borderline pass,0,1,1.5,3.54,3.78,2.66,1.8
85741,2590,Pass with distinction,0,1,1.3,2.6,3.98,2.92,3
86417,2591,Pass,0,1,1.3,3.67,3.09,2.62,2.12
81665,2592,Pass,0,1,1.3,2.78,3.74,2.5,2.03
55299,2593,Pass,0,1,1.3,4.06,3.43,3.24,2.93
60004,2594,Pass with distinction,1,0,1.3,4.38,4.81,4.37,4.44
91729,2595,Pass,0,1,1.3,2.42,2.98,2.97,2.59
47281,2596,Pass,0,1,1.3,3.61,3.87,2.86,1.8
95496,2597,Pass,0,1,1.3,3.75,3.57,3.59,3.39
61658,2598,Pass with distinction,1,0,1.3,3.48,4.87,4.24,4.11
97392,2599,Pass,0,1,1.4,2.5,3.22,2.18,1.74
41788,2600,Pass with distinction,0,1,1.3,3.39,4.09,3.65,3.13
50224,2601,Pass,0,1,1.4,3.23,3.69,2.06,2.69
83086,2602,Pass,0,1,1.3,3.44,4.13,2.58,2.76
95437,2603,Pass with distinction,0,1,1.3,2.85,3.21,3.69,3.67
79018,2604,Pass with distinction,0,1,1.3,3.57,4.49,3.55,4.08
51978,2605,Pass,0,1,1.4,3.44,3.07,2.29,2.28
73810,2606,Pass,0,1,1.3,3.59,3.32,3,2.54
26245,2607,Pass,0,1,1.3,3.06,4.28,3.76,3.61
29021,2608,Pass with distinction,0,1,1.3,3.52,4.68,4.45,4.07
64870,2609,Pass,0,1,1.4,2.5,2.47,2.19,2.13
72338,2610,Pass,0,1,1.3,2.95,3.72,2.48,2.88
50580,2611,Pass with distinction,1,0,1.3,4.06,4.57,4.61,4.52
83941,2612,Pass with distinction,0,1,1.3,2.85,3.98,3.44,3.46
92145,2613,Pass with distinction,0,1,1.3,2.34,3.81,2.65,2.92
29980,2614,Pass with distinction,0,1,1.4,2.99,4.69,4.24,4.39
45275,2615,Pass,0,1,1.4,3.28,4.07,2.7,2.71
43706,2616,Pass with distinction,1,0,1.4,4.3,3.93,3.35,3.69
67891,2617,Pass,0,1,1.4,3.3,4.67,3.82,3.37
61995,2618,Pass with distinction,0,1,1.4,2.97,4.62,4.1,4
41613,2619,Pass,0,1,1.4,4.2,3.27,3.37,2.8
71735,2620,Pass with distinction,0,1,1.4,4.22,4.76,4.65,4.22
59785,2621,Pass,0,1,1.4,3.19,3.84,3.2,2.84
50803,2622,Pass,0,1,1.4,3.13,4.11,2.89,2.51
46885,2623,Pass with distinction,0,1,1.4,3.13,4.02,3.41,3.38
86399,2624,Pass with distinction,0,1,1.4,3.68,4.82,4.57,4.5
62752,2625,Pass,0,1,1.4,3.13,3.62,2.98,1.97
85246,2626,Pass with distinction,1,0,1.4,3.83,3.93,3.43,4.07
48945,2627,Pass,0,1,1.4,3.44,3.96,2.98,3.04
64138,2628,Pass,0,1,1.4,2.71,4.18,3.15,2.96
80169,2629,Pass,0,1,1.4,3.83,4.33,3.26,3.96
43655,2630,Pass,0,1,1.4,2.5,4.13,3.21,2.64
37234,2631,Borderline pass,0,1,1.4,3.26,3.91,3.12,2.56
38989,2632,Borderline pass,0,1,1.4,3.68,3.82,2.74,2.18
67636,2633,Pass with distinction,0,1,1.4,4.31,4.69,3.33,3.68
83746,2634,Pass,0,1,1.4,3.05,4.27,3.45,2.81
90697,2635,Pass,0,1,1.4,3.13,4.24,3.06,2.34
85055,2636,Pass,1,0,1.4,4.38,4.38,3.18,3.88
30870,2637,Borderline pass,0,1,1.4,3.91,4.13,2.56,1.82
74710,2638,Pass,0,1,1.4,3.75,4.56,3.14,3.13
63956,2639,Pass,0,1,1.4,3.61,4.38,3.71,3.55
93422,2640,Pass,0,1,1.4,2.85,4.31,3.31,3.15
44376,2641,Pass with distinction,0,1,1.4,3.61,3,2.06,3.31
23519,2642,Borderline pass,0,1,1.4,2.42,3.87,2.71,2.02
52384,2643,Pass,0,1,1.4,2.5,3.8,3.11,3.04
59433,2644,Pass,0,1,1.4,2.58,4.09,3.9,3
23764,2645,Pass,0,1,1.4,2.86,4.11,2.96,2.96
78854,2646,Pass,0,1,1.4,3.28,3.91,2.7,2.42
80414,2647,Borderline pass,0,1,1.5,2.33,3.24,2.46,1.84
37999,2648,Pass with distinction,0,1,1.4,4.31,4.29,3.98,4.22
90767,2649,Pass,0,1,1.4,3.38,2.71,2.38,2.48
83426,2650,Pass,0,1,1.4,3.36,3.69,3.11,2.86
69376,2651,Pass,1,0,1.4,3.52,4,3.92,3.43
35842,2652,Pass,0,1,1.5,2.58,4.24,2.29,1.56
34136,2653,Pass,0,1,1.4,4.03,4.22,3.25,3.63
24202,2654,Pass,0,1,1.4,3.28,4.67,4.12,4.46
94970,2655,Pass with distinction,1,0,1.4,4.1,4.64,4.71,4.5
85820,2656,Pass with distinction,0,1,1.5,3.38,4.69,4.27,4.35
66688,2657,Pass with distinction,0,1,1.5,4.17,3.91,3.29,3.54
34234,2658,Pass with distinction,0,1,1.5,3.96,4.8,4.55,4.39
82424,2659,Pass with distinction,1,0,1.5,4.53,4.29,3.92,3.52
67312,2660,Pass,0,1,1.5,2.9,3.82,2.98,2.63
71195,2661,Pass with distinction,0,1,1.5,3.52,4.31,3.65,3.78
28438,2662,Pass,0,1,1.5,3.44,4.27,3.98,3.09
63470,2663,Pass,0,1,1.5,3.28,3.84,2.8,2.52
60118,2664,Pass with distinction,1,0,1.5,4.44,4.58,4,3.91
91947,2665,Pass with distinction,0,1,1.5,3.2,3.89,3.29,4.13
25342,2666,Pass,0,1,1.5,3.24,3.62,3.09,2.89
70024,2667,Pass with distinction,0,1,1.5,2.73,4.33,3.8,3.61
30591,2668,Pass with distinction,0,1,1.5,3.4,4.87,4.73,4.67
33532,2669,Pass,0,1,1.5,3.54,4.51,2.8,3.3
51603,2670,Pass,0,1,1.5,2.43,3.64,2.82,2.8
48140,2671,Pass with distinction,0,1,1.5,4.64,4.53,3.67,3.78
27160,2672,Pass with distinction,0,1,1.5,3.47,4.29,3.78,4.02
65425,2673,Pass,0,1,1.5,4.03,4.2,3.16,2.5
94997,2674,Pass with distinction,0,1,1.5,3.2,4.42,3.69,3.02
70730,2675,Pass,0,1,1.5,2.36,4.27,2.78,2.67
69693,2676,Pass,0,1,1.5,3.13,3.51,3.47,3.13
43169,2677,Pass,0,1,1.5,2.85,3.84,2.78,2.13
68745,2678,Pass,0,1,1.5,3.4,4.56,4,3.26
42844,2679,Pass with distinction,0,1,1.5,3.98,4.49,3.9,4.09
35078,2680,Pass,0,1,1.5,2.85,3.89,2.7,2.7
55240,2681,Pass,0,1,1.5,4.3,4.73,4.08,3.52
36822,2682,Pass,0,1,1.5,2.15,4.27,3.59,3.02
45859,2683,Pass,0,1,1.5,3.26,4.11,2.92,2.83
48323,2684,Pass,0,1,1.5,2.7,3.64,3.35,3.11
67370,2685,Pass,0,1,1.5,2.85,2.91,2.11,2.42
95056,2686,Pass with distinction,0,1,1.5,4.38,4.76,3.88,3.58
32614,2687,Pass,0,1,1.5,3.36,4.02,2.74,2.81
73287,2688,Pass,0,1,1.5,3.75,4,3.47,2.54
80274,2689,Pass with distinction,0,1,1.5,3.58,3.82,3.09,3.65
40309,2690,Pass with distinction,0,1,1.5,3.98,4.11,3.55,4
64521,2691,Pass with distinction,0,1,1.5,3.13,4.29,3.94,3.76
96352,2692,Pass with distinction,0,1,1.5,2.17,3.56,3.8,4.18
85966,2693,Pass with distinction,0,1,1.5,3.35,4.76,4.12,4.09
36333,2694,Pass with distinction,0,1,1.5,3.48,4.6,4.18,3.59
94521,2695,Pass,0,1,1.1,2.79,3.31,2.46,2.38
97515,2696,Borderline pass,0,1,1.2,2.04,2.29,1.83,1.18
78606,2697,Borderline pass,0,1,1.4,3.83,3,2.24,1.33
